Age,Gender,Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Exercise_Type,Fat_Percentage,Water_Intake (liters),BMI,Exercise_Duration_Seconds,Height_cm,Weight_kg,VO2Max,Distance_m,Temperature_C,Water_Intake_Liters
21.0,MALE,198.0,121.0,67.0,1138.0,HIIT,12.0,3.5,34.53,6156.0,160.0,88.4,,0.0,10,1.99
28.0,MALE,175.0,158.0,56.0,1025.0,HIIT,24.1,3.0,18.28,4248.0,190.0,66.0,,0.0,30,3.4
34.0,MALE,170.0,134.0,67.0,929.0,CARDIO,21.3,2.1,26.73,4536.0,164.0,71.9,,0.0,3,1.97
55.0,MALE,173.0,130.0,57.0,663.0,STRENGTH_TRAINING,28.1,2.0,25.85,3708.000000000001,171.0,75.6,,0.0,12,1.41
41.0,FEMALE,162.0,153.0,55.0,1267.0,HIIT,15.2,2.7,25.08,6624.0,159.0,63.4,,0.0,17,3.34
22.0,FEMALE,197.0,158.0,56.0,1177.0,YOGA,30.3,1.8,22.85,5364.0,177.0,71.6,,0.0,38,3.2
51.0,FEMALE,177.0,123.0,72.0,598.0,YOGA,31.6,2.1,18.32,3888.000000000001,177.0,57.4,,0.0,24,1.07
23.0,MALE,179.0,130.0,71.0,1280.0,CARDIO,11.0,3.5,21.16,6444.0,199.0,83.8,,0.0,35,3.76
39.0,FEMALE,184.0,148.0,59.0,1443.0,YOGA,19.5,2.7,19.12,7020.0,171.0,55.9,,0.0,23,3.05
28.0,MALE,197.0,121.0,60.0,799.0,YOGA,28.4,3.5,28.09,4320.0,176.0,87.0,,0.0,14,1.42
33.0,FEMALE,172.0,135.0,74.0,796.0,HIIT,29.7,2.5,22.33,4248.0,171.0,65.3,,0.0,21,1.7
50.0,MALE,163.0,158.0,62.0,1071.0,YOGA,24.1,2.8,16.28,4932.0,167.0,45.4,,0.0,0,2.84
26.0,MALE,173.0,132.0,58.0,1241.0,YOGA,11.2,3.5,24.91,6156.0,187.0,87.1,,0.0,29,3.25
23.0,FEMALE,192.0,156.0,56.0,1147.0,HIIT,32.3,1.5,26.26,5292.0,173.0,78.6,,0.0,29,2.79
33.0,FEMALE,187.0,136.0,58.0,734.0,CARDIO,26.3,2.1,26.67,3888.000000000001,171.0,78.0,,0.0,14,1.42
46.0,FEMALE,196.0,140.0,62.0,1153.0,CARDIO,18.4,2.7,24.78,6588.000000000001,153.0,58.0,,0.0,23,2.44
20.0,FEMALE,167.0,163.0,52.0,1043.0,STRENGTH_TRAINING,33.4,2.3,24.96,4608.0,169.0,71.3,,0.0,33,3.56
37.0,MALE,193.0,138.0,52.0,842.0,YOGA,22.3,2.6,16.22,3996.000000000001,174.0,49.1,,0.0,1,1.79
53.0,FEMALE,164.0,126.0,50.0,703.0,HIIT,33.7,1.6,28.76,4464.0,165.0,78.3,,0.0,2,1.37
36.0,FEMALE,164.0,157.0,70.0,887.0,STRENGTH_TRAINING,25.3,1.8,21.3,4068.0,164.0,57.3,,0.0,21,2.36
43.0,FEMALE,190.0,127.0,69.0,732.0,CARDIO,34.1,2.4,18.67,4608.0,161.0,48.4,,0.0,24,1.31
20.0,MALE,168.0,132.0,51.0,980.0,CARDIO,21.2,2.6,29.11,4860.0,162.0,76.4,,0.0,8,2.08
36.0,MALE,191.0,156.0,74.0,1021.0,HIIT,26.5,3.4,35.18,4283.999999999999,177.0,110.2,,0.0,3,2.17
37.0,FEMALE,192.0,121.0,52.0,732.0,STRENGTH_TRAINING,27.5,1.9,23.53,4356.0,176.0,72.9,,0.0,17,1.3
49.0,MALE,162.0,160.0,64.0,1481.0,STRENGTH_TRAINING,14.2,3.5,23.73,6732.0,186.0,82.1,,0.0,14,3.89
24.0,FEMALE,189.0,130.0,73.0,410.0,HIIT,30.1,1.7,19.01,2268.0,176.0,58.9,,0.0,20,0.73
58.0,MALE,171.0,143.0,55.0,1111.0,HIIT,10.7,3.5,23.51,5652.0,187.0,82.2,,0.0,1,2.91
50.0,MALE,188.0,125.0,62.0,903.0,STRENGTH_TRAINING,25.7,2.7,32.69,5256.0,172.0,96.7,,0.0,39,2.69
57.0,MALE,162.0,145.0,70.0,1292.0,CARDIO,12.0,3.5,23.53,6480.0,186.0,81.4,,0.0,8,3.39
56.0,MALE,185.0,126.0,50.0,680.0,YOGA,26.6,2.8,36.02,3924.000000000001,173.0,107.8,,0.0,3,1.45
35.0,FEMALE,189.0,158.0,69.0,790.0,CARDIO,33.8,1.5,25.07,3600.0,162.0,65.8,,0.0,20,1.69
57.0,FEMALE,168.0,138.0,68.0,900.0,HIIT,29.1,1.6,28.15,5220.0,156.0,68.5,,0.0,7,1.75
18.0,FEMALE,185.0,125.0,50.0,1169.0,STRENGTH_TRAINING,16.4,2.7,25.28,6732.0,159.0,63.9,,0.0,27,2.8
28.0,MALE,161.0,162.0,70.0,1034.0,STRENGTH_TRAINING,20.1,2.3,29.07,4176.0,162.0,76.3,,0.0,24,3.01
45.0,FEMALE,162.0,148.0,71.0,959.0,YOGA,30.7,1.6,16.35,5183.999999999999,165.0,44.5,,0.0,26,2.91
42.0,FEMALE,163.0,162.0,51.0,940.0,STRENGTH_TRAINING,29.0,1.9,16.56,4644.0,175.0,50.7,,0.0,37,3.19
40.0,FEMALE,184.0,158.0,64.0,1224.0,YOGA,16.9,2.7,21.26,5580.0,161.0,55.1,,0.0,5,2.93
48.0,MALE,172.0,121.0,63.0,815.0,CARDIO,21.8,3.6,28.43,4896.000000000001,161.0,73.7,,0.0,13,1.73
47.0,MALE,198.0,138.0,68.0,820.0,CARDIO,24.3,2.9,17.75,4320.0,177.0,55.6,,0.0,35,2.44
59.0,MALE,194.0,123.0,60.0,688.0,STRENGTH_TRAINING,29.8,3.1,28.05,4068.0,176.0,86.9,,0.0,37,1.71
52.0,FEMALE,182.0,125.0,64.0,900.0,STRENGTH_TRAINING,16.5,2.7,21.36,5760.0,168.0,60.3,,0.0,5,1.73
24.0,FEMALE,168.0,168.0,55.0,832.0,HIIT,31.0,1.9,15.02,3564.0,164.0,40.4,,0.0,32,2.53
33.0,FEMALE,161.0,156.0,69.0,1006.0,HIIT,32.8,1.9,28.49,4644.0,166.0,78.5,,0.0,39,3.43
43.0,MALE,190.0,147.0,58.0,597.0,STRENGTH_TRAINING,27.5,2.0,34.68,2951.9999999999995,172.0,102.6,,0.0,28,1.59
19.0,MALE,161.0,149.0,54.0,1074.0,STRENGTH_TRAINING,23.3,2.9,30.37,4716.000000000001,191.0,110.8,,0.0,11,2.85
18.0,FEMALE,191.0,126.0,69.0,699.0,CARDIO,31.1,2.1,19.01,3996.000000000001,179.0,60.9,,0.0,25,1.25
29.0,MALE,177.0,128.0,51.0,993.0,STRENGTH_TRAINING,28.7,2.3,21.49,5076.0,161.0,55.7,,0.0,8,2.12
22.0,MALE,172.0,144.0,55.0,919.0,HIIT,20.2,3.3,29.98,4176.0,192.0,110.5,,0.0,9,2.43
54.0,MALE,164.0,152.0,67.0,579.0,CARDIO,24.4,2.8,18.88,2772.0,171.0,55.2,,0.0,26,1.92
49.0,MALE,169.0,120.0,72.0,832.0,YOGA,22.2,2.6,15.72,5040.0,172.0,46.5,,0.0,10,1.47
26.0,FEMALE,184.0,125.0,68.0,506.0,HIIT,28.9,1.7,25.73,2916.0,166.0,70.9,,0.0,10,0.82
58.0,MALE,193.0,137.0,58.0,739.0,HIIT,24.2,2.9,24.36,3924.000000000001,175.0,74.6,,0.0,4,1.57
52.0,MALE,196.0,129.0,70.0,594.0,CARDIO,27.5,3.3,15.24,3348.0000000000005,172.0,45.1,,0.0,31,1.32
36.0,MALE,189.0,147.0,73.0,1075.0,YOGA,20.9,2.5,25.23,4788.000000000001,199.0,99.9,,0.0,16,2.5
33.0,MALE,166.0,130.0,55.0,744.0,HIIT,25.1,2.4,45.14,3744.000000000001,161.0,117.0,,0.0,19,1.74
20.0,FEMALE,165.0,152.0,63.0,1056.0,STRENGTH_TRAINING,30.6,2.1,25.36,5003.999999999999,173.0,75.9,,0.0,21,2.82
37.0,FEMALE,162.0,120.0,73.0,666.0,HIIT,29.9,1.7,26.47,3996.000000000001,164.0,71.2,,0.0,37,1.81
41.0,MALE,172.0,132.0,62.0,660.0,CARDIO,27.3,3.1,26.64,3636.0,172.0,78.8,,0.0,25,1.55
50.0,MALE,162.0,156.0,60.0,1012.0,CARDIO,23.8,3.0,17.72,4716.000000000001,169.0,50.6,,0.0,11,2.69
41.0,MALE,185.0,139.0,61.0,1163.0,CARDIO,14.7,3.5,25.75,6083.999999999999,179.0,82.5,,0.0,5,2.45
28.0,MALE,183.0,120.0,68.0,878.0,HIIT,24.8,2.1,33.86,4788.000000000001,179.0,108.5,,0.0,36,2.18
25.0,MALE,165.0,122.0,68.0,772.0,YOGA,25.7,2.1,12.73,4140.0,198.0,49.9,,0.0,4,1.64
53.0,MALE,171.0,137.0,70.0,353.0,STRENGTH_TRAINING,28.3,3.1,34.29,1872.0,191.0,125.1,,0.0,28,0.94
55.0,FEMALE,195.0,160.0,68.0,763.0,CARDIO,27.8,1.9,28.92,3816.0,166.0,79.7,,0.0,35,2.07
57.0,MALE,161.0,133.0,73.0,632.0,YOGA,20.8,2.1,47.72,3455.9999999999995,163.0,126.8,,0.0,31,1.67
37.0,FEMALE,170.0,150.0,62.0,982.0,STRENGTH_TRAINING,32.1,2.4,22.15,4716.000000000001,157.0,54.6,,0.0,14,2.39
52.0,FEMALE,198.0,146.0,63.0,880.0,CARDIO,29.8,1.9,20.16,4824.0,154.0,47.8,,0.0,12,1.71
42.0,MALE,193.0,136.0,73.0,680.0,STRENGTH_TRAINING,29.0,2.8,26.84,3636.0,191.0,97.9,,0.0,28,1.81
52.0,FEMALE,185.0,165.0,67.0,1010.0,STRENGTH_TRAINING,34.8,1.8,26.61,4896.000000000001,154.0,63.1,,0.0,5,2.46
42.0,FEMALE,177.0,148.0,61.0,713.0,YOGA,29.0,2.3,25.35,3852.0,169.0,72.4,,0.0,17,1.9
46.0,FEMALE,180.0,155.0,53.0,1060.0,STRENGTH_TRAINING,17.1,2.7,20.38,5472.0,170.0,58.9,,0.0,38,3.56
35.0,FEMALE,195.0,156.0,59.0,803.0,CARDIO,29.1,1.9,19.69,3708.000000000001,160.0,50.4,,0.0,20,1.71
35.0,FEMALE,199.0,145.0,66.0,1182.0,YOGA,16.6,2.7,25.39,5868.0,159.0,64.2,,0.0,8,2.27
19.0,FEMALE,181.0,136.0,53.0,952.0,HIIT,32.8,2.7,18.77,5040.0,177.0,58.8,,0.0,36,2.6
52.0,MALE,189.0,141.0,61.0,949.0,HIIT,27.6,3.2,40.09,4896.000000000001,162.0,105.2,,0.0,6,2.02
33.0,FEMALE,189.0,144.0,62.0,662.0,YOGA,29.8,1.7,20.4,3312.0,150.0,45.9,,0.0,39,1.8
58.0,FEMALE,167.0,121.0,53.0,610.0,HIIT,25.4,2.0,24.54,4032.0,163.0,65.2,,0.0,21,1.3
53.0,FEMALE,193.0,141.0,59.0,964.0,STRENGTH_TRAINING,16.5,2.7,17.57,5472.0,179.0,56.3,,0.0,33,2.59
50.0,MALE,168.0,124.0,74.0,497.0,CARDIO,22.9,2.7,31.14,2916.0,170.0,90.0,,0.0,11,1.05
21.0,FEMALE,179.0,123.0,52.0,1212.0,STRENGTH_TRAINING,19.1,2.7,20.76,7092.0,170.0,60.0,,0.0,35,3.26
50.0,MALE,199.0,155.0,64.0,1136.0,YOGA,20.9,2.9,17.61,5328.0,171.0,51.5,,0.0,26,3.01
31.0,FEMALE,184.0,125.0,51.0,962.0,CARDIO,19.0,2.7,23.46,5544.0,164.0,63.1,,0.0,3,1.85
38.0,MALE,178.0,140.0,74.0,616.0,YOGA,26.7,3.4,29.21,2880.0,177.0,91.5,,0.0,5,1.31
37.0,MALE,164.0,132.0,74.0,1009.0,YOGA,27.3,3.0,17.46,5003.999999999999,167.0,48.7,,0.0,14,2.15
25.0,FEMALE,170.0,156.0,66.0,1053.0,YOGA,29.3,1.6,23.75,4860.0,156.0,57.8,,0.0,15,2.81
24.0,FEMALE,174.0,144.0,55.0,598.0,STRENGTH_TRAINING,31.8,2.3,13.71,2988.0,175.0,42.0,,0.0,0,1.16
20.0,MALE,167.0,145.0,57.0,502.0,CARDIO,26.1,2.0,34.83,2268.0,192.0,128.4,,0.0,18,1.47
34.0,FEMALE,178.0,158.0,52.0,1161.0,CARDIO,32.7,2.4,30.1,5292.0,157.0,74.2,,0.0,11,2.83
50.0,MALE,182.0,139.0,74.0,1232.0,CARDIO,12.2,3.5,31.75,6444.0,168.0,89.6,,0.0,34,3.62
29.0,MALE,186.0,152.0,67.0,1137.0,STRENGTH_TRAINING,24.7,3.1,31.48,4896.000000000001,200.0,125.9,,0.0,39,3.38
39.0,MALE,199.0,133.0,71.0,593.0,HIIT,26.4,2.5,26.64,2916.0,199.0,105.5,,0.0,13,1.05
39.0,MALE,191.0,155.0,50.0,938.0,STRENGTH_TRAINING,21.1,2.5,32.32,3960.0,170.0,93.4,,0.0,13,1.99
47.0,MALE,185.0,136.0,65.0,922.0,STRENGTH_TRAINING,24.4,3.4,24.25,4932.0,184.0,82.1,,0.0,25,2.16
55.0,FEMALE,186.0,140.0,56.0,567.0,YOGA,34.7,2.4,15.02,3240.0,169.0,42.9,,0.0,19,1.22
55.0,MALE,178.0,165.0,52.0,923.0,CARDIO,20.4,2.6,45.49,4068.0,168.0,128.4,,0.0,0,2.44
25.0,MALE,188.0,135.0,72.0,1054.0,CARDIO,23.2,2.5,29.26,5111.999999999999,196.0,112.4,,0.0,5,2.24
44.0,FEMALE,198.0,165.0,53.0,1047.0,HIIT,28.1,2.2,24.25,5076.0,179.0,77.7,,0.0,31,3.17
44.0,MALE,192.0,135.0,58.0,936.0,HIIT,26.3,2.0,22.55,5040.0,199.0,89.3,,0.0,5,1.99
51.0,FEMALE,178.0,139.0,54.0,876.0,YOGA,26.1,1.6,29.26,5040.0,155.0,70.3,,0.0,24,1.86
38.0,FEMALE,196.0,148.0,68.0,792.0,CARDIO,31.3,1.7,19.98,3852.0,172.0,59.1,,0.0,30,1.93
47.0,FEMALE,178.0,147.0,64.0,979.0,HIIT,26.0,1.7,17.47,5328.0,169.0,49.9,,0.0,19,2.08
50.0,MALE,192.0,127.0,57.0,333.0,HIIT,20.9,2.9,36.47,1908.0,167.0,101.7,,0.0,4,0.71
45.0,MALE,175.0,143.0,55.0,729.0,CARDIO,27.3,3.7,25.49,3708.000000000001,191.0,93.0,,0.0,32,1.94
50.0,MALE,182.0,122.0,67.0,465.0,STRENGTH_TRAINING,23.2,3.1,34.14,2772.0,160.0,87.4,,0.0,8,0.82
22.0,FEMALE,166.0,144.0,68.0,1166.0,HIIT,19.9,2.7,21.26,5832.0,161.0,55.1,,0.0,37,3.92
36.0,MALE,185.0,138.0,73.0,987.0,CARDIO,20.4,2.1,43.31,4680.0,169.0,123.7,,0.0,28,2.61
21.0,FEMALE,191.0,152.0,64.0,1474.0,HIIT,17.2,2.7,24.87,6983.999999999999,157.0,61.3,,0.0,12,2.83
52.0,MALE,171.0,121.0,56.0,874.0,YOGA,21.1,2.9,19.21,5256.0,194.0,72.3,,0.0,2,1.85
34.0,FEMALE,167.0,134.0,59.0,911.0,HIIT,28.5,2.1,29.56,4896.000000000001,153.0,69.2,,0.0,37,2.47
45.0,MALE,164.0,141.0,55.0,796.0,CARDIO,30.0,2.2,31.4,4103.999999999999,161.0,81.4,,0.0,11,2.13
47.0,MALE,187.0,129.0,63.0,1181.0,HIIT,14.4,3.5,24.51,6660.0,186.0,84.8,,0.0,35,3.48
46.0,MALE,164.0,137.0,66.0,970.0,YOGA,20.5,3.6,18.62,5148.0,172.0,55.1,,0.0,25,2.26
23.0,FEMALE,185.0,141.0,58.0,1177.0,YOGA,17.8,2.7,18.62,6011.999999999999,178.0,59.0,,0.0,39,3.16
52.0,FEMALE,164.0,165.0,68.0,1359.0,HIIT,18.2,2.7,28.46,6588.000000000001,151.0,64.9,,0.0,7,3.26
58.0,MALE,181.0,168.0,54.0,840.0,HIIT,22.1,2.7,35.82,3636.0,175.0,109.7,,0.0,30,2.78
54.0,MALE,174.0,146.0,72.0,585.0,YOGA,21.5,3.7,21.72,2916.0,190.0,78.4,,0.0,3,1.24
41.0,FEMALE,172.0,132.0,56.0,832.0,YOGA,34.0,2.0,23.94,5040.0,179.0,76.7,,0.0,11,1.62
46.0,FEMALE,187.0,152.0,68.0,684.0,STRENGTH_TRAINING,34.7,2.2,24.34,3600.0,161.0,63.1,,0.0,4,1.33
48.0,FEMALE,192.0,124.0,69.0,1105.0,STRENGTH_TRAINING,20.0,2.7,25.2,7128.0,158.0,62.9,,0.0,18,1.95
52.0,MALE,182.0,145.0,56.0,1321.0,YOGA,13.9,3.5,28.27,6624.0,174.0,85.6,,0.0,12,2.78
50.0,FEMALE,192.0,132.0,73.0,742.0,HIIT,31.6,1.6,26.9,4500.0,157.0,66.3,,0.0,34,1.68
38.0,MALE,177.0,146.0,51.0,1100.0,CARDIO,23.5,2.8,15.8,4932.0,197.0,61.3,,0.0,22,3.21
49.0,FEMALE,189.0,133.0,74.0,694.0,HIIT,26.7,1.8,16.2,4176.0,165.0,44.1,,0.0,24,1.48
40.0,MALE,185.0,143.0,72.0,1022.0,HIIT,20.8,3.4,24.31,4680.0,162.0,63.8,,0.0,28,2.71
50.0,FEMALE,175.0,122.0,65.0,1016.0,STRENGTH_TRAINING,18.5,2.7,23.06,6660.0,155.0,55.4,,0.0,38,2.73
20.0,FEMALE,172.0,166.0,62.0,863.0,STRENGTH_TRAINING,32.8,2.4,29.92,3744.000000000001,158.0,74.7,,0.0,34,2.94
35.0,FEMALE,198.0,168.0,57.0,949.0,STRENGTH_TRAINING,33.3,2.5,27.97,4068.0,167.0,78.0,,0.0,14,2.31
42.0,FEMALE,192.0,149.0,55.0,764.0,YOGA,34.1,2.4,20.62,4103.999999999999,167.0,57.5,,0.0,14,1.49
59.0,FEMALE,185.0,154.0,55.0,714.0,YOGA,33.8,2.5,20.28,3708.000000000001,173.0,60.7,,0.0,24,1.91
48.0,MALE,160.0,167.0,58.0,1223.0,HIIT,30.0,2.3,22.79,5328.0,174.0,69.0,,0.0,1,3.27
20.0,FEMALE,197.0,133.0,53.0,944.0,HIIT,27.4,2.0,23.92,5111.999999999999,178.0,75.8,,0.0,3,1.83
57.0,FEMALE,161.0,131.0,60.0,407.0,CARDIO,32.6,2.3,28.49,2484.0,163.0,75.7,,0.0,27,0.99
41.0,FEMALE,165.0,147.0,54.0,939.0,HIIT,30.9,2.3,26.47,5111.999999999999,164.0,71.2,,0.0,26,2.85
49.0,MALE,197.0,163.0,74.0,1468.0,HIIT,11.3,3.5,30.12,6552.0,168.0,85.0,,0.0,17,3.39
39.0,FEMALE,183.0,148.0,66.0,903.0,STRENGTH_TRAINING,34.8,2.4,26.13,4392.0,156.0,63.6,,0.0,32,2.2
40.0,MALE,177.0,162.0,69.0,722.0,STRENGTH_TRAINING,29.0,2.4,19.45,2916.0,194.0,73.2,,0.0,6,1.93
19.0,FEMALE,186.0,136.0,56.0,653.0,STRENGTH_TRAINING,26.3,1.6,20.91,3455.9999999999995,152.0,48.3,,0.0,32,1.58
44.0,FEMALE,167.0,159.0,64.0,1066.0,STRENGTH_TRAINING,25.3,2.6,13.51,5364.0,178.0,42.8,,0.0,15,2.83
59.0,MALE,187.0,168.0,74.0,1123.0,STRENGTH_TRAINING,26.9,3.0,28.44,4860.0,176.0,88.1,,0.0,33,4.19
19.0,FEMALE,169.0,140.0,64.0,840.0,CARDIO,31.0,1.7,23.64,4320.0,175.0,72.4,,0.0,30,2.04
43.0,MALE,176.0,142.0,63.0,822.0,CARDIO,29.4,3.3,20.71,4211.999999999999,188.0,73.2,,0.0,8,1.76
34.0,MALE,188.0,139.0,62.0,1086.0,CARDIO,22.3,3.6,31.94,5111.999999999999,186.0,110.5,,0.0,30,2.88
57.0,FEMALE,165.0,130.0,60.0,842.0,STRENGTH_TRAINING,25.8,1.7,14.88,5183.999999999999,176.0,46.1,,0.0,20,1.79
50.0,MALE,173.0,153.0,62.0,810.0,YOGA,22.6,3.4,31.05,3852.0,171.0,90.8,,0.0,0,2.15
26.0,FEMALE,181.0,129.0,71.0,1096.0,STRENGTH_TRAINING,15.1,2.7,26.01,6120.0,151.0,59.3,,0.0,24,2.31
56.0,FEMALE,165.0,129.0,73.0,482.0,STRENGTH_TRAINING,25.4,2.6,15.07,2988.0,173.0,45.1,,0.0,11,0.93
46.0,MALE,185.0,162.0,58.0,1187.0,CARDIO,29.1,3.6,14.36,5328.0,177.0,45.0,,0.0,12,3.17
59.0,MALE,198.0,125.0,59.0,885.0,STRENGTH_TRAINING,23.5,3.6,34.06,5148.0,162.0,89.4,,0.0,39,2.19
43.0,MALE,171.0,155.0,53.0,875.0,CARDIO,24.1,2.9,44.71,4103.999999999999,169.0,127.7,,0.0,8,2.32
52.0,MALE,194.0,143.0,66.0,927.0,STRENGTH_TRAINING,20.2,2.6,23.97,4716.000000000001,172.0,70.9,,0.0,2,1.96
42.0,FEMALE,173.0,131.0,63.0,678.0,HIIT,27.7,1.5,21.87,4140.0,150.0,49.2,,0.0,34,1.84
41.0,FEMALE,181.0,162.0,73.0,1451.0,YOGA,19.0,2.7,19.44,7164.0,179.0,62.3,,0.0,36,4.88
30.0,MALE,182.0,142.0,67.0,500.0,YOGA,26.2,2.1,18.33,2304.0,187.0,64.1,,0.0,25,1.17
24.0,FEMALE,166.0,146.0,60.0,1029.0,CARDIO,32.5,2.0,22.76,5076.0,175.0,69.7,,0.0,25,2.75
53.0,FEMALE,199.0,164.0,65.0,1100.0,HIIT,29.5,2.0,22.51,5364.0,159.0,56.9,,0.0,2,2.14
37.0,FEMALE,184.0,156.0,50.0,881.0,YOGA,28.1,1.7,18.13,4068.0,171.0,53.0,,0.0,26,2.67
18.0,FEMALE,172.0,125.0,56.0,525.0,CARDIO,29.8,2.0,30.26,3024.0,155.0,72.7,,0.0,8,1.02
25.0,MALE,180.0,120.0,59.0,442.0,STRENGTH_TRAINING,23.2,2.3,19.91,2412.0,196.0,76.5,,0.0,2,0.94
33.0,MALE,169.0,125.0,58.0,949.0,STRENGTH_TRAINING,28.4,3.4,28.69,4968.0,199.0,113.6,,0.0,38,2.83
31.0,FEMALE,168.0,169.0,74.0,1318.0,HIIT,16.5,2.7,23.81,5616.000000000001,162.0,62.5,,0.0,4,3.16
29.0,MALE,174.0,141.0,52.0,496.0,YOGA,26.6,2.5,27.52,2304.0,186.0,95.2,,0.0,27,1.32
40.0,MALE,161.0,160.0,71.0,792.0,STRENGTH_TRAINING,21.4,3.0,15.61,3240.0,182.0,51.7,,0.0,34,2.94
32.0,MALE,184.0,143.0,72.0,448.0,CARDIO,26.9,2.9,37.76,2051.9999999999995,167.0,105.3,,0.0,36,1.34
45.0,FEMALE,172.0,144.0,63.0,888.0,STRENGTH_TRAINING,34.1,1.6,25.23,4932.0,168.0,71.2,,0.0,5,1.73
51.0,FEMALE,193.0,134.0,74.0,555.0,STRENGTH_TRAINING,31.1,2.6,34.25,3312.0,151.0,78.1,,0.0,2,1.08
19.0,FEMALE,193.0,145.0,64.0,877.0,YOGA,30.6,2.1,17.93,4356.0,168.0,50.6,,0.0,36,2.39
49.0,MALE,194.0,127.0,51.0,440.0,YOGA,29.6,2.6,19.65,2520.0,189.0,70.2,,0.0,19,1.03
40.0,FEMALE,197.0,143.0,73.0,1380.0,CARDIO,18.1,2.7,26.74,6948.0,153.0,62.6,,0.0,14,2.65
39.0,FEMALE,162.0,167.0,63.0,768.0,HIIT,27.6,1.7,22.26,3312.0,165.0,60.6,,0.0,4,1.86
42.0,MALE,165.0,157.0,65.0,886.0,HIIT,22.9,2.6,19.69,4103.999999999999,197.0,76.4,,0.0,18,2.58
39.0,FEMALE,178.0,125.0,56.0,1175.0,STRENGTH_TRAINING,18.5,2.7,21.65,6768.0,171.0,63.3,,0.0,13,2.26
39.0,FEMALE,162.0,154.0,53.0,1024.0,CARDIO,32.4,1.5,25.51,4788.000000000001,164.0,68.6,,0.0,20,2.74
59.0,MALE,177.0,161.0,67.0,1036.0,HIIT,23.0,2.6,34.89,4680.0,188.0,123.3,,0.0,33,3.85
23.0,MALE,198.0,120.0,73.0,891.0,HIIT,23.5,2.9,28.43,4860.0,194.0,107.0,,0.0,29,1.97
32.0,MALE,168.0,165.0,54.0,1289.0,STRENGTH_TRAINING,29.9,3.5,18.53,5111.999999999999,192.0,68.3,,0.0,36,4.82
54.0,FEMALE,171.0,155.0,55.0,830.0,CARDIO,26.0,2.3,18.67,4283.999999999999,160.0,47.8,,0.0,22,2.21
50.0,FEMALE,164.0,131.0,56.0,943.0,HIIT,17.0,2.7,18.23,5760.0,179.0,58.4,,0.0,36,2.53
25.0,FEMALE,162.0,157.0,64.0,1123.0,YOGA,25.6,1.6,25.41,5148.0,171.0,74.3,,0.0,23,2.99
22.0,MALE,170.0,130.0,50.0,715.0,YOGA,28.2,2.3,32.24,3600.0,182.0,106.8,,0.0,37,2.13
56.0,MALE,189.0,131.0,73.0,817.0,STRENGTH_TRAINING,20.9,2.7,38.73,4536.0,180.0,125.5,,0.0,23,1.9
21.0,FEMALE,163.0,161.0,53.0,1103.0,STRENGTH_TRAINING,31.7,1.7,22.98,4932.0,155.0,55.2,,0.0,0,2.68
23.0,FEMALE,164.0,169.0,74.0,1056.0,STRENGTH_TRAINING,25.6,1.5,24.13,4500.0,172.0,71.4,,0.0,33,3.57
49.0,MALE,160.0,158.0,50.0,806.0,STRENGTH_TRAINING,26.7,3.4,29.98,3708.000000000001,161.0,77.7,,0.0,11,2.15
47.0,MALE,186.0,126.0,60.0,1160.0,HIIT,14.2,3.5,34.53,6696.000000000001,160.0,88.4,,0.0,10,2.44
52.0,MALE,187.0,130.0,67.0,598.0,CARDIO,24.0,2.0,26.46,3348.0000000000005,199.0,104.8,,0.0,24,1.4
57.0,MALE,188.0,155.0,63.0,882.0,STRENGTH_TRAINING,25.2,3.4,28.78,4140.0,169.0,82.2,,0.0,13,1.88
33.0,FEMALE,177.0,150.0,71.0,638.0,STRENGTH_TRAINING,29.0,1.7,22.27,3060.0,175.0,68.2,,0.0,24,1.36
30.0,MALE,171.0,152.0,60.0,1145.0,HIIT,23.0,3.7,23.08,4932.0,199.0,91.4,,0.0,27,3.8
59.0,FEMALE,172.0,132.0,59.0,725.0,STRENGTH_TRAINING,33.0,2.2,15.46,4392.0,165.0,42.1,,0.0,8,1.41
47.0,FEMALE,161.0,137.0,66.0,845.0,STRENGTH_TRAINING,27.7,2.4,22.18,4932.0,176.0,68.7,,0.0,29,2.05
36.0,FEMALE,196.0,160.0,53.0,1200.0,CARDIO,32.2,1.6,15.59,5400.0,174.0,47.2,,0.0,7,2.34
34.0,MALE,175.0,143.0,73.0,574.0,YOGA,22.1,3.5,29.7,2628.0,176.0,92.0,,0.0,24,1.34
36.0,MALE,183.0,128.0,64.0,767.0,STRENGTH_TRAINING,22.5,3.4,14.78,3924.000000000001,195.0,56.2,,0.0,0,1.63
45.0,MALE,194.0,150.0,65.0,973.0,HIIT,23.4,3.1,19.74,4716.000000000001,172.0,58.4,,0.0,15,2.27
43.0,MALE,181.0,160.0,70.0,1505.0,CARDIO,12.9,3.5,21.8,6840.0,195.0,82.9,,0.0,30,4.94
54.0,FEMALE,195.0,129.0,62.0,720.0,HIIT,29.5,2.1,22.1,4464.0,174.0,66.9,,0.0,34,1.96
43.0,MALE,170.0,121.0,58.0,707.0,CARDIO,27.5,3.2,19.37,4248.0,185.0,66.3,,0.0,18,1.66
40.0,MALE,188.0,157.0,60.0,1192.0,CARDIO,22.1,2.0,25.13,4968.0,193.0,93.6,,0.0,39,4.42
